,Personality,Title,Sentence,Context,sentiment
04-04-1967 00:00,Martin Luther King Jr.,Beyond Vietnam -- A Time to Break Silence,"Now, it should be incandescently clear that no one who has any concern for the integrity and life of America today can ignore the present war.","Civil rights, unity, struggle, Memphis, determination.",0.987646163
04-04-1967 00:00,Martin Luther King Jr.,Beyond Vietnam -- A Time to Break Silence,"If America's soul becomes totally poisoned, part of the autopsy must read: Vietnam.","Civil rights, unity, struggle, Memphis, determination.",-0.998444259
04-04-1967 00:00,Martin Luther King Jr.,Beyond Vietnam -- A Time to Break Silence,It can never be saved so long as it destroys the deepest hopes of men the world over.,"Civil rights, unity, struggle, Memphis, determination.",-0.988562346
04-04-1967 00:00,Martin Luther King Jr.,Beyond Vietnam -- A Time to Break Silence,"So it is that those of us who are yet determined that America will be -- are -- are led down the path of protest and dissent, working for the health of our land.","Civil rights, unity, struggle, Memphis, determination.",0.663214028
04-04-1967 00:00,Martin Luther King Jr.,Beyond Vietnam -- A Time to Break Silence,"As if the weight of such a commitment to the life and health of America were not enough, another burden of responsibility was placed upon me in 1954;1 and I cannot forget that the Nobel Peace Prize was also a commission, a commission to work harder than I had ever worked before for ""the brotherhood of man."" This is a calling that takes me beyond national allegiances, but even if it were not present I would yet have to live with the meaning of my commitment to the ministry of Jesus Christ.","Civil rights, unity, struggle, Memphis, determination.",0.942097843
04-04-1967 00:00,Martin Luther King Jr.,Beyond Vietnam -- A Time to Break Silence,To me the relationship of this ministry to the making of peace is so obvious that I sometimes marvel at those who ask me why I'm speaking against the war.,"Civil rights, unity, struggle, Memphis, determination.",0.987179339
04-04-1967 00:00,Martin Luther King Jr.,Beyond Vietnam -- A Time to Break Silence,"Could it be that they do not know that the good news was meant for all men -- for Communist and capitalist, for their children and ours, for black and for white, for revolutionary and conservative.","Civil rights, unity, struggle, Memphis, determination.",-0.979806006
04-04-1967 00:00,Martin Luther King Jr.,Beyond Vietnam -- A Time to Break Silence,Have they forgotten that my ministry is in obedience to the One who loved his enemies so fully that he died for them.,"Civil rights, unity, struggle, Memphis, determination.",0.826270163
04-04-1967 00:00,Martin Luther King Jr.,Beyond Vietnam -- A Time to Break Silence,What then can I say to the Vietcong or to Castro or to Mao as a faithful minister of this One.,"Civil rights, unity, struggle, Memphis, determination.",0.97207278
04-04-1967 00:00,Martin Luther King Jr.,Beyond Vietnam -- A Time to Break Silence,Can I threaten them with death or must I not share with them my life.,"Civil rights, unity, struggle, Memphis, determination.",-0.999385238
04-04-1967 00:00,Martin Luther King Jr.,Beyond Vietnam -- A Time to Break Silence,"And finally, as I try to explain for you and for myself the road that leads from Montgomery to this place I would have offered all that was most valid if I simply said that I must be true to my conviction that I share with all men the calling to be a son of the living God.","Civil rights, unity, struggle, Memphis, determination.",-0.922204196
04-04-1967 00:00,Martin Luther King Jr.,Beyond Vietnam -- A Time to Break Silence,"Beyond the calling of race or nation or creed is this vocation of sonship and brotherhood, and because I believe that the Father is deeply concerned especially for his suffering and helpless and outcast children, I come tonight to speak for them.","Civil rights, unity, struggle, Memphis, determination.",0.990820348
04-04-1967 00:00,Martin Luther King Jr.,Beyond Vietnam -- A Time to Break Silence,This I believe to be the privilege and the burden of all of us who deem ourselves bound by allegiances and loyalties which are broader and deeper than nationalism and which go beyond our nation's self-defined goals and positions.,"Civil rights, unity, struggle, Memphis, determination.",0.992137253
04-04-1967 00:00,Martin Luther King Jr.,Beyond Vietnam -- A Time to Break Silence,"We are called to speak for the weak, for the voiceless, for the victims of our nation and for those it calls ""enemy,"" for no document from human hands can make these humans any less our brothers.","Civil rights, unity, struggle, Memphis, determination.",-0.988681674
04-04-1967 00:00,Martin Luther King Jr.,Beyond Vietnam -- A Time to Break Silence,"And as I ponder the madness of Vietnam and search within myself for ways to understand and respond in compassion, my mind goes constantly to the people of that peninsula.","Civil rights, unity, struggle, Memphis, determination.",0.998781502
04-04-1967 00:00,Martin Luther King Jr.,Beyond Vietnam -- A Time to Break Silence,"I speak now not of the soldiers of each side, not of the ideologies of the Liberation Front, not of the junta in Saigon, but simply of the people who have been living under the curse of war for almost three continuous decades now.","Civil rights, unity, struggle, Memphis, determination.",0.930603921
04-04-1967 00:00,Martin Luther King Jr.,Beyond Vietnam -- A Time to Break Silence,"I think of them, too, because it is clear to me that there will be no meaningful solution there until some attempt is made to know them and hear their broken cries.","Civil rights, unity, struggle, Memphis, determination.",-0.990906715
04-04-1967 00:00,Swami Vivekananda,Response to Welcome,"]Sisters and Brothers of America,

It fills my heart with joy unspeakable to rise in response to the warm and cordial welcome which you have given us.","Religious pluralism, individual paths, tolerance.",0.999858499
11-09-1893,Swami Vivekananda,Response to Welcome,"I thank you in the name of the most ancient order of monks in the world; I thank you in the name of the mother of religions; and I thank you in the name of millions and millions of Hindu people of all classes and sects.

My thanks, also, to some of the speakers on this platform who, referring to the delegates from the Orient, have told you that these men from far-off nations may well claim the honour of bearing to different lands the idea of toleration.","Religious pluralism, individual paths, tolerance.",0.99966526
11-09-1893,Swami Vivekananda,Response to Welcome,I am proud to belong to a religion which has taught the world both tolerance and universal acceptance.,"Religious pluralism, individual paths, tolerance.",0.999845028
11-09-1893,Swami Vivekananda,Response to Welcome,"We believe not only in universal toleration, but we accept all religions as true.","Religious pluralism, individual paths, tolerance.",0.997542262
11-09-1893,Swami Vivekananda,Response to Welcome,I am proud to belong to a nation which has sheltered the persecuted and the refugees of all religions and all nations of the earth.,"Religious pluralism, individual paths, tolerance.",0.999859214
11-09-1893,Swami Vivekananda,Response to Welcome,"I am proud to tell you that we have gathered in our bosom the purest remnant of the Israelites, who came to Southern India and took refuge with us in the very year in which their holy temple was shattered to pieces by Roman tyranny.","Religious pluralism, individual paths, tolerance.",0.999549448
11-09-1893,Swami Vivekananda,Response to Welcome,I am proud to belong to the religion which has sheltered and is still fostering the remnant of the grand Zoroastrian nation.,"Religious pluralism, individual paths, tolerance.",0.999839425
11-09-1893,Swami Vivekananda,Response to Welcome,"I will quote to you, brethren, a few lines from a hymn which I remember to have repeated from my earliest boyhood, which is every day repeated by millions of human beings: “As the different streams having their sources in different places all mingle their water in the sea, so, O Lord, the different paths which men take through different tendencies, various though they appear, crooked or straight, all lead to Thee.”

The present convention, which is one of the most august assemblies ever held, is in itself a vindication, a declaration to the world of the wonderful doctrine preached in the Gita: “Whosoever comes to Me, through whatsoever form, I reach him; all men are struggling through paths which in the end lead to me.” Sectarianism, bigotry, and its horrible descendant, fanaticism, have long possessed this beautiful earth.","Religious pluralism, individual paths, tolerance.",0.996299207
11-09-1893,Swami Vivekananda,Response to Welcome,"They have filled the earth with violence, drenched it often and often with human blood, destroyed civilisation and sent whole nations to despair.","Religious pluralism, individual paths, tolerance.",-0.616862237
11-09-1893,Swami Vivekananda,Response to Welcome,"Had it not been for these horrible demons, human society would be far more advanced than it is now.","Religious pluralism, individual paths, tolerance.",0.768782675
11-09-1893,Swami Vivekananda,Response to Welcome,"But their time is come; and I fervently hope that the bell that tolled this morning in honour of this convention may be the death-knell of all fanaticism, of all persecutions with the sword or with the pen, and of all uncharitable feelings between persons wending their way to the same goal.","Religious pluralism, individual paths, tolerance.",-0.686343133
11-09-1893,Swami Vivekananda,Why we disagree,"Why we fail to live at peace with one another In a well a little away from the sea, there lived a big black frog.","Ignorance, arrogance, perspective, enlightenment, stubbornness.",-0.997028887
15-09-1893,Swami Vivekananda,Why we disagree,He had been born there and not for a single day been out .,"Ignorance, arrogance, perspective, enlightenment, stubbornness.",-0.910035789
15-09-1893,Swami Vivekananda,Why we disagree,He knew Nothing of World outside.,"Ignorance, arrogance, perspective, enlightenment, stubbornness.",-0.960699737
15-09-1893,Swami Vivekananda,Why we disagree,He grew fat on the worms that lived in well and also the insects that chanced to fall in.,"Ignorance, arrogance, perspective, enlightenment, stubbornness.",-0.96254164
15-09-1893,Swami Vivekananda,Why we disagree,"He was enjoying a nap one day, when a frog from sea fell in with a big splash of high tide.","Ignorance, arrogance, perspective, enlightenment, stubbornness.",0.883568287
15-09-1893,Swami Vivekananda,Why we disagree,He woke up thinking a big insect had fallen in.,"Ignorance, arrogance, perspective, enlightenment, stubbornness.",-0.996830165
15-09-1893,Swami Vivekananda,Why we disagree,"Great was his surprise when he looked again ” ‘O God .’ our frog said to himself, ‘it looks like a frog …though it isn’t black like me “With out showing that he is afraid ,he asked in grave voice ,’Hallo there, Who ‘re you.” “I am a stranger”, replied the frog from the sea.","Ignorance, arrogance, perspective, enlightenment, stubbornness.",0.938735306
15-09-1893,Swami Vivekananda,Why we disagree,"“I Know you don’t belong here… tell me your business of being here.” “Well, friend, I’d no intention of coming here.","Ignorance, arrogance, perspective, enlightenment, stubbornness.",-0.99702698
15-09-1893,Swami Vivekananda,Why we disagree,I fell in by chance.,"Ignorance, arrogance, perspective, enlightenment, stubbornness.",-0.928127468
15-09-1893,Swami Vivekananda,Why we disagree,But of course I ‘m happy to meet you.” Our frog wasn’t satisfied wanted to know more “ok tell me ‘where ‘re you from.” “I ‘m from the sea.” “The Sea .,"Ignorance, arrogance, perspective, enlightenment, stubbornness.",0.988679349
15-09-1893,Swami Vivekananda,Why we disagree,What’s that ….How big is it.,"Ignorance, arrogance, perspective, enlightenment, stubbornness.",0.992763937
15-09-1893,Swami Vivekananda,Why we disagree,Is it this big .,"Ignorance, arrogance, perspective, enlightenment, stubbornness.",0.999091983
15-09-1893,Swami Vivekananda,Why we disagree,he asked as he took leap from one side to other of the well.,"Ignorance, arrogance, perspective, enlightenment, stubbornness.",0.961209178
15-09-1893,Swami Vivekananda,Why we disagree,"“My friend’, said the other smiling, ‘how do you compare the sea with your little well.” Then our frog took another leap and asked “Is your sea this big.” “What nonsense.","Ignorance, arrogance, perspective, enlightenment, stubbornness.",-0.99148643
15-09-1893,Swami Vivekananda,Why we disagree,to compare the sea with your well.,"Ignorance, arrogance, perspective, enlightenment, stubbornness.",0.998448372
15-09-1893,Swami Vivekananda,Why we disagree,"It’s thousands and thousands of times bigger than your well”, “No, there can be nothing bigger than my well.","Ignorance, arrogance, perspective, enlightenment, stubbornness.",0.995192289
15-09-1893,Swami Vivekananda,Why we disagree,"You’re a liar, I don’t believe you.” “That’s because you’ve never seen the sea.","Ignorance, arrogance, perspective, enlightenment, stubbornness.",-0.997461438
15-09-1893,Swami Vivekananda,Why we disagree,Come with me.,"Ignorance, arrogance, perspective, enlightenment, stubbornness.",0.992058456
15-09-1893,Swami Vivekananda,Why we disagree,"I’ll show you the sea and then you’ll know the TRUTH.” “Indeed, I won’t go with you.","Ignorance, arrogance, perspective, enlightenment, stubbornness.",0.643141925
15-09-1893,Swami Vivekananda,Why we disagree,"You can’t be honest, you go off my well” The frog from the sea saw there was no use arguing so he left quietly.","Ignorance, arrogance, perspective, enlightenment, stubbornness.",-0.996355414
15-09-1893,Swami Vivekananda,Why we disagree,Our frog laughed to himself and said “Hahaha.,"Ignorance, arrogance, perspective, enlightenment, stubbornness.",0.99162662
15-09-1893,Swami Vivekananda,Why we disagree,He thought I am a fool”….,"Ignorance, arrogance, perspective, enlightenment, stubbornness.",-0.998353124
15-09-1893,Swami Vivekananda,Why we disagree,he leaped once more from one side of well to other .….”Nothing can be bigger than my well”,"Ignorance, arrogance, perspective, enlightenment, stubbornness.",-0.987098753
15-09-1893,Swami Vivekananda,The theory of Ishta,"The theory of Ishta, which I briefly referred to before, is a subject requiring careful attention because with a proper understanding of this, all the various religions of the world can be understood.","Religious pluralism, individual paths, tolerance.",0.69871217
06-01-1896,Swami Vivekananda,The theory of Ishta,"The word Ishta is derived from the root Ish, to desire, choose.","Religious pluralism, individual paths, tolerance.",-0.968892932
06-01-1896,Swami Vivekananda,The theory of Ishta,"The ideal of all religions, all sects, is the same — the attaining of liberty and cessation of misery.","Religious pluralism, individual paths, tolerance.",0.993873119
06-01-1896,Swami Vivekananda,The theory of Ishta,"Wherever you find religion, you find this ideal working in one form or other.","Religious pluralism, individual paths, tolerance.",0.999178112
06-01-1896,Swami Vivekananda,The theory of Ishta,"Of course in lower stages of religion it is not so well expressed; but still, well or ill-expressed, it is the one goal to which every religion approaches.","Religious pluralism, individual paths, tolerance.",0.86675328
06-01-1896,Swami Vivekananda,The theory of Ishta,"All of us want to get rid of misery; we are struggling to attain to liberty — physical, mental, spiritual.","Religious pluralism, individual paths, tolerance.",0.890616179
06-01-1896,Swami Vivekananda,The theory of Ishta,This is the whole idea upon which the world is working.,"Religious pluralism, individual paths, tolerance.",0.99841857
06-01-1896,Swami Vivekananda,The theory of Ishta,"Through the goal is one and the same, there may be many ways to reach it, and these ways are determined by the peculiarities of our nature.","Religious pluralism, individual paths, tolerance.",0.987886429
06-01-1896,Swami Vivekananda,The theory of Ishta,"One man’s nature is emotional, another’s intellectual, another’s active, and so forth.","Religious pluralism, individual paths, tolerance.",0.998879969
06-01-1896,Swami Vivekananda,The theory of Ishta,"Again, in the same nature there may be many subdivisions.","Religious pluralism, individual paths, tolerance.",-0.921189666
06-01-1896,Swami Vivekananda,The theory of Ishta,"Take for instance love, with which we are specially concerned in this subject of Bhakti.","Religious pluralism, individual paths, tolerance.",0.996112168
06-01-1896,Swami Vivekananda,The theory of Ishta,"One man’s nature has a stronger love for children; another has it for wife, another for mother, another for father, another for friends.","Religious pluralism, individual paths, tolerance.",0.994645
06-01-1896,Swami Vivekananda,The theory of Ishta,"Another by nature has love for country, and a few love humanity in the broadest sense; they are of course very few, although everyone of us talks of it as if it were the guiding motive power of our lives.","Religious pluralism, individual paths, tolerance.",0.961926162
06-01-1896,Swami Vivekananda,The theory of Ishta,Some few sages have experienced it.,"Religious pluralism, individual paths, tolerance.",0.99280268
06-01-1896,Swami Vivekananda,The theory of Ishta,"A few great souls among mankind feel this universal love, and let us hope that this world will never be without such men.","Religious pluralism, individual paths, tolerance.",0.999809444
06-01-1896,Swami Vivekananda,The theory of Ishta,We find that even in one subject there are so many different ways of attaining to its goal.,"Religious pluralism, individual paths, tolerance.",-0.934187114
06-01-1896,Swami Vivekananda,The theory of Ishta,"All Christians believe in Christ; but think, how many different explanations they have of him.","Religious pluralism, individual paths, tolerance.",-0.894050241
06-01-1896,Swami Vivekananda,The theory of Ishta,"Each church sees him in a different light, from different standpoints.","Religious pluralism, individual paths, tolerance.",0.99910295
06-01-1896,Swami Vivekananda,The theory of Ishta,The Presbyterian’s eyes are fixed upon that scene in Christ’s life when he went to the money-changers; he looks on him as a fighter.,"Religious pluralism, individual paths, tolerance.",0.978204787
06-01-1896,Swami Vivekananda,The theory of Ishta,"If you ask a Quaker, perhaps he will say, “He forgave his enemies.” The Quaker takes that view, and so on.","Religious pluralism, individual paths, tolerance.",0.985165
06-01-1896,Swami Vivekananda,The theory of Ishta,"If you ask a Roman Catholic, what point of Christ’s life is the most pleasing to him, he, perhaps, will say, “When he gave the keys to Peter”.","Religious pluralism, individual paths, tolerance.",0.997407138
06-01-1896,Swami Vivekananda,The theory of Ishta,Each sect is bound to see him in its own way.,"Religious pluralism, individual paths, tolerance.",0.998068869
06-01-1896,Swami Vivekananda,The theory of Ishta,It follows that there will be many divisions and subdivisions even of the same subject.,"Religious pluralism, individual paths, tolerance.",-0.965922296
06-01-1896,Swami Vivekananda,The theory of Ishta,"Ignorant persons take one of these subdivisions and take their stand upon it, and they not only deny the right of every other man to interpret the universe according to his own light, but dare to say that others are entirely wrong, and they alone are right.","Religious pluralism, individual paths, tolerance.",-0.943406463
06-01-1896,Swami Vivekananda,The theory of Ishta,"If they are opposed, they begin to fight.","Religious pluralism, individual paths, tolerance.",0.772393823
06-01-1896,Swami Vivekananda,The theory of Ishta,"They say that they will kill any man who does not believe as they believe, just as the Mohammedans do.","Religious pluralism, individual paths, tolerance.",-0.97779572
06-01-1896,Swami Vivekananda,The theory of Ishta,"These are people who think they are sincere, and who ignore all others.","Religious pluralism, individual paths, tolerance.",-0.648431301
06-01-1896,Swami Vivekananda,The theory of Ishta,But what is the position we want to take in this Bhakti-Yoga.,"Religious pluralism, individual paths, tolerance.",0.776551187
06-01-1896,Swami Vivekananda,The theory of Ishta,"Not only that we would not tell others that they are wrong, but that we would tell them that they are right — all of these who follow their own ways.","Religious pluralism, individual paths, tolerance.",0.998046279
06-01-1896,Swami Vivekananda,The theory of Ishta,"That way, which your nature makes it absolutely necessary for you to take, is the right way.","Religious pluralism, individual paths, tolerance.",0.999825776
06-01-1896,Swami Vivekananda,The theory of Ishta,Each one of us is born with a peculiarity of nature as the result of our past existence.,"Religious pluralism, individual paths, tolerance.",0.996445477
06-01-1896,Swami Vivekananda,The theory of Ishta,"Either we call it our own reincarnated past experience or a hereditary past; whatever way we may put it, we are the result of the past – that is absolutely certain, through whatever channels that past may have come.","Religious pluralism, individual paths, tolerance.",-0.981064737
06-01-1896,Swami Vivekananda,The theory of Ishta,"It naturally follows that each one of us is an effect, of which our past has been the cause; and as such, there is a peculiar movement, a peculiar train, in each one of us; and therefore each one will have to find way for himself.","Religious pluralism, individual paths, tolerance.",-0.939777374
06-01-1896,Swami Vivekananda,The theory of Ishta,"This way, this method, to which each of us is naturally adapted, is called the “chosen way”.","Religious pluralism, individual paths, tolerance.",0.989204705
06-01-1896,Swami Vivekananda,The theory of Ishta,"This is the theory of Ishta, and that way which is ours we call our own Ishta.","Religious pluralism, individual paths, tolerance.",0.980762422
06-01-1896,Swami Vivekananda,The theory of Ishta,"For instance, one man’s idea of God is that He is the omnipotent Ruler of the universe.","Religious pluralism, individual paths, tolerance.",0.970039666
06-01-1896,Swami Vivekananda,The theory of Ishta,His nature is perhaps such.,"Religious pluralism, individual paths, tolerance.",-0.629535019
06-01-1896,Swami Vivekananda,The theory of Ishta,He is an overbearing man who wants to rule everyone; he naturally finds God an omnipotent Ruler.,"Religious pluralism, individual paths, tolerance.",0.982718647
06-01-1896,Swami Vivekananda,The theory of Ishta,"Another man, who was perhaps a schoolmaster, and severe, cannot see any but a just God, a God of punishment, and so on Each one sees God according to his own nature; and this vision, conditioned by our own nature, is our Ishta.","Religious pluralism, individual paths, tolerance.",0.910878897
06-01-1896,Swami Vivekananda,The theory of Ishta,"We have brought ourselves to a position where we can see that vision of God, and that alone; we cannot see any other vision.","Religious pluralism, individual paths, tolerance.",0.992712796
06-01-1896,Swami Vivekananda,The theory of Ishta,"You will perhaps sometimes think of the teaching of a man that it is the best and fits you exactly, and the next day you ask one of your friends to go and hear him; but he comes away with the idea that it was the worst teaching he had ever heard.","Religious pluralism, individual paths, tolerance.",-0.997562408
06-01-1896,Swami Vivekananda,The theory of Ishta,"He is not wrong, and it is useless to quarrel with him.","Religious pluralism, individual paths, tolerance.",-0.991828442
06-01-1896,Swami Vivekananda,The theory of Ishta,"The teaching was all right, but it was not fitted to that man.","Religious pluralism, individual paths, tolerance.",-0.998973846
06-01-1896,Swami Vivekananda,The theory of Ishta,"To extend it a little further, we must understand that truth seen from different standpoints can be truth, and yet not the same truth.","Religious pluralism, individual paths, tolerance.",0.989669263
06-01-1896,Swami Vivekananda,The theory of Ishta,"This would seem at first to be a contradiction in terms, but we must remember that an absolute truth is only one, while relative truths are necessarily various.","Religious pluralism, individual paths, tolerance.",-0.714322686
06-01-1896,Swami Vivekananda,The theory of Ishta,"Take your vision of this universe, for instance.","Religious pluralism, individual paths, tolerance.",0.994172633
06-01-1896,Swami Vivekananda,The theory of Ishta,"This universe, as an absolute entity, is unchangeable, and unchanged, and the same throughout.","Religious pluralism, individual paths, tolerance.",0.67604959
06-01-1896,Swami Vivekananda,The theory of Ishta,"But you and I and everybody else hear and see, each one his own universe.","Religious pluralism, individual paths, tolerance.",0.999504685
06-01-1896,Swami Vivekananda,The theory of Ishta,Take the sun.,"Religious pluralism, individual paths, tolerance.",0.998864293
06-01-1896,Swami Vivekananda,The theory of Ishta,"The sun is one; but when you and I and a hundred other people stand at different places and look at it, each one of us sees a different sun.","Religious pluralism, individual paths, tolerance.",0.997813463
06-01-1896,Swami Vivekananda,The theory of Ishta,We cannot help it.,"Religious pluralism, individual paths, tolerance.",-0.997935295
06-01-1896,Swami Vivekananda,The theory of Ishta,A very little change of place will change a man’s whole vision of the sun.,"Religious pluralism, individual paths, tolerance.",-0.727980256
06-01-1896,Swami Vivekananda,The theory of Ishta,A slight change in the atmosphere will make again a different vision.,"Religious pluralism, individual paths, tolerance.",0.997198224
06-01-1896,Swami Vivekananda,The theory of Ishta,"So, in relative perception, truth always appears various.","Religious pluralism, individual paths, tolerance.",0.62943244
06-01-1896,Swami Vivekananda,The theory of Ishta,But the Absolute Truth is only one.,"Religious pluralism, individual paths, tolerance.",0.931390047
06-01-1896,Swami Vivekananda,The theory of Ishta,Therefore we need not fight with others when we find they; are telling something about religion which is not exactly according to our view of it.,"Religious pluralism, individual paths, tolerance.",-0.990810394
06-01-1896,Swami Vivekananda,The theory of Ishta,"We ought to remember that both of us may be true, though apparently contradictors.","Religious pluralism, individual paths, tolerance.",-0.893683732
06-01-1896,Swami Vivekananda,The theory of Ishta,There may be millions of radii converging towards the same centre in the sun.,"Religious pluralism, individual paths, tolerance.",-0.85864228
06-01-1896,Swami Vivekananda,The theory of Ishta,"The further they are from the centre, the greater is the distance between any two.","Religious pluralism, individual paths, tolerance.",0.995697856
06-01-1896,Swami Vivekananda,The theory of Ishta,"But as they all meet at the centre, all difference vanishes.","Religious pluralism, individual paths, tolerance.",-0.999469459
06-01-1896,Swami Vivekananda,The theory of Ishta,"There is such a centre, which is the absolute goal of mankind.","Religious pluralism, individual paths, tolerance.",0.995663822
06-01-1896,Swami Vivekananda,The theory of Ishta,It is God.,"Religious pluralism, individual paths, tolerance.",0.998709321
06-01-1896,Swami Vivekananda,The theory of Ishta,We are the radii.,"Religious pluralism, individual paths, tolerance.",0.985670149
06-01-1896,Swami Vivekananda,The theory of Ishta,The distances between the radii are the constitutional limitations through which alone we can catch the vision of God.,"Religious pluralism, individual paths, tolerance.",-0.971560836
06-01-1896,Swami Vivekananda,The theory of Ishta,"While standing on this plane, we are bound each one of us to have a different view of the Absolute Reality; and as such, all views are true, and no one of us need quarrel with another.","Religious pluralism, individual paths, tolerance.",0.999592602
06-01-1896,Swami Vivekananda,Brothers and sisters of america ,"Sisters and brothers of America, It fills my heart with joy unspeakable to rise in response to the warm and cordial welcome which you have given us.","Unity, tolerance, religion, acceptance, coexistence.",0.999870777
11-09-1893,Swami Vivekananda,Brothers and sisters of america ,"I thank you in the name of the most ancient order of monks in the world; I thank you in the name of the mother of religions, and I thank you in the name of millions and millions of Hindu people of all classes and sects.","Unity, tolerance, religion, acceptance, coexistence.",0.999797761
11-09-1893,Swami Vivekananda,Brothers and sisters of america ,"My thanks, also, to some of the speakers on this platform who, referring to the delegates from the Orient, have told you that these men from far-off nations may well claim the honor of bearing to different lands the idea of toleration.","Unity, tolerance, religion, acceptance, coexistence.",0.997653306
11-09-1893,Swami Vivekananda,Brothers and sisters of america ,I am proud to belong to a religion which has taught the world both tolerance and universal acceptance.,"Unity, tolerance, religion, acceptance, coexistence.",0.999845028
11-09-1893,Swami Vivekananda,Brothers and sisters of america ,"We believe not only in universal toleration, but we accept all religions as true.","Unity, tolerance, religion, acceptance, coexistence.",0.997542262
11-09-1893,Swami Vivekananda,Brothers and sisters of america ,I am proud to belong to a nation which has sheltered the persecuted and the refugees of all religions and all nations of the earth.,"Unity, tolerance, religion, acceptance, coexistence.",0.999859214
11-09-1893,Swami Vivekananda,Brothers and sisters of america ,"I am proud to tell you that we have gathered in our bosom the purest remnant of the Israelites, who came to Southern India and took refuge with us in the very year in which their holy temple was shattered to pieces by Roman tyranny.","Unity, tolerance, religion, acceptance, coexistence.",0.999549448
11-09-1893,Swami Vivekananda,Brothers and sisters of america ,I am proud to belong to the religion which has sheltered and is still fostering the remnant of the grand Zoroastrian nation.,"Unity, tolerance, religion, acceptance, coexistence.",0.999839425
11-09-1893,Swami Vivekananda,Brothers and sisters of america ,"I will quote to you, brethren, a few lines from a hymn which I remember to have repeated from my earliest boyhood, which is every day repeated by millions of human beings: “As the different streams having their sources in different paths which men take through different tendencies, various though they appear, crooked or straight, all lead to Thee.” The present convention, which is one of the most august assemblies ever held, is in itself a vindication, a declaration to the world of the wonderful doctrine preached in the Gita: “Whosoever comes to Me, through whatsoever form, I reach him; all men are struggling through paths which in the end lead to me.” Sectarianism, bigotry, and its horrible descendant, fanaticism, have long possessed this beautiful earth.","Unity, tolerance, religion, acceptance, coexistence.",0.995199144
11-09-1893,Swami Vivekananda,Brothers and sisters of america ,"They have filled the earth with violence, drenched it often and often with human blood, destroyed civilization and sent whole nations to despair.","Unity, tolerance, religion, acceptance, coexistence.",-0.82538265
11-09-1893,Swami Vivekananda,Brothers and sisters of america ,"Had it not been for these horrible demons, human society would be far more advanced than it is now.","Unity, tolerance, religion, acceptance, coexistence.",0.768782675
11-09-1893,Swami Vivekananda,Brothers and sisters of america ,"But their time is come; and I fervently hope that the bell that tolled this morning in honor of this convention may be the death-knell of all fanaticism, of all persecutions with the sword or with the pen, and of all uncharitable feelings between persons wending their way to the same goal.","Unity, tolerance, religion, acceptance, coexistence.",-0.728172541
11-09-1893,Swami Vivekananda,Brothers and sisters of america ,"Address at the final session — Chicago, 27 September 1893 The World’s Parliament of Religions has become an accomplished fact, and the merciful Father has helped those who laboured to bring it into existence, and crowned with success their most unselfish labour.","Unity, tolerance, religion, acceptance, coexistence.",0.999818385
11-09-1893,Swami Vivekananda,Brothers and sisters of america ,My thanks to those noble souls whose large hearts and love of truth first dreamed this wonderful dream and then realized it.,"Unity, tolerance, religion, acceptance, coexistence.",0.999856234
11-09-1893,Swami Vivekananda,Brothers and sisters of america ,My thanks to the shower of liberal sentiments that has overflowed this platform.,"Unity, tolerance, religion, acceptance, coexistence.",0.9991678
11-09-1893,Swami Vivekananda,Brothers and sisters of america ,My thanks to this enlightened audience for their uniform kindness to me and for their appreciation of every thought that tends to smooth the friction of religions.,"Unity, tolerance, religion, acceptance, coexistence.",0.999827504
11-09-1893,Swami Vivekananda,Brothers and sisters of america ,A few jarring notes were heard from time to time in this harmony.,"Unity, tolerance, religion, acceptance, coexistence.",0.995535612
11-09-1893,Swami Vivekananda,Brothers and sisters of america ,"My special thanks to them, for they have, by their striking contrast, made general harmony the sweeter.","Unity, tolerance, religion, acceptance, coexistence.",0.999728501
11-09-1893,Swami Vivekananda,Brothers and sisters of america ,Much has been said of the common ground of religious unity.,"Unity, tolerance, religion, acceptance, coexistence.",0.990669608
11-09-1893,Swami Vivekananda,Brothers and sisters of america ,I am not going just now to venture my own theory.,"Unity, tolerance, religion, acceptance, coexistence.",0.773212671
11-09-1893,Swami Vivekananda,Brothers and sisters of america ,"But if any one here hopes that this unity will come by the triumph of any one of the religions and the destruction of the others, to him I say, “Brother, yours is an impossible hope.” Do I wish that the Christian would become Hindu.","Unity, tolerance, religion, acceptance, coexistence.",0.973869264
11-09-1893,Swami Vivekananda,Brothers and sisters of america ,God forbid.,"Unity, tolerance, religion, acceptance, coexistence.",-0.999570787
11-09-1893,Swami Vivekananda,Brothers and sisters of america ,Do I wish that the Hindu or Buddhist would become Christian.,"Unity, tolerance, religion, acceptance, coexistence.",-0.997714162
11-09-1893,Swami Vivekananda,Brothers and sisters of america ,God forbid.,"Unity, tolerance, religion, acceptance, coexistence.",-0.999570787
11-09-1893,Swami Vivekananda,Brothers and sisters of america ,"The seed is put in the ground, and earth and air and water are placed around it.","Unity, tolerance, religion, acceptance, coexistence.",0.959502816
11-09-1893,Swami Vivekananda,Brothers and sisters of america ,"Does the seed become the earth, or the air, or the water.","Unity, tolerance, religion, acceptance, coexistence.",-0.738034725
11-09-1893,Swami Vivekananda,Brothers and sisters of america ,No.,"Unity, tolerance, religion, acceptance, coexistence.",-0.997288942
11-09-1893,Swami Vivekananda,Brothers and sisters of america ,It becomes a plant.,"Unity, tolerance, religion, acceptance, coexistence.",0.998143435
